year,entity,type_of_crime,count
2015,Nuevo León,Aggravated rape,233
2015,Nuevo León,Burglary,368
2015,Nuevo León,Child trafficking,3
2015,Nuevo León,Corruption of minors,181
2015,Nuevo León,Counterfeiting,510
2015,Nuevo León,Crimes committed by public officials,1104
2015,Nuevo León,Dispossession,781
2015,Nuevo León,Domestic violence,17062
2015,Nuevo León,Drug trafficking (small-scale),1849
2015,Nuevo León,Electoral crimes,53
2015,Nuevo León,Embezzlement,814
2015,Nuevo León,Environmental crimes,0
2015,Nuevo León,Extortion,509
2015,Nuevo León,Feminicide,1
2015,Nuevo León,Forgery,149
2015,Nuevo León,Fraud,2502
2015,Nuevo León,Gender-based violence in all its forms other than domestic violence,0
2015,Nuevo León,Homicide,988
2015,Nuevo León,Human trafficking,0
2015,Nuevo León,Incest,1
2015,Nuevo León,Injuries,8261
2015,Nuevo León,Kidnapping,21
2015,Nuevo León,Non-compliance with family support obligations,566
2015,Nuevo León,Other common law crimes,2306
2015,Nuevo León,Other crimes against heritage or property,84
2015,Nuevo León,Other crimes against life and bodily integrity,19
2015,Nuevo León,Other crimes against personal freedom,2104
2015,Nuevo León,Other crimes against sexual freedom and security,393
2015,Nuevo León,Other crimes against society,5
2015,Nuevo León,Other crimes against the family,3345
2015,Nuevo León,Prisoner escape,12
2015,Nuevo León,Property damage,8099
2015,Nuevo León,Robbery,14534
2015,Nuevo León,Sexual abuse,901
2015,Nuevo León,Sexual harassment,25
2015,Nuevo León,Simple rape,614
2015,Nuevo León,Threats,3741
2015,Oaxaca,Abduction,8
2015,Oaxaca,Abortion,0
2015,Oaxaca,Aggravated rape,12
2015,Oaxaca,Burglary,37
2015,Oaxaca,Child trafficking,0
2015,Oaxaca,Corruption of minors,5
2015,Oaxaca,Counterfeiting,34
2015,Oaxaca,Crimes committed by public officials,87
2015,Oaxaca,Dispossession,116
2015,Oaxaca,Domestic violence,618
2015,Oaxaca,Drug trafficking (small-scale),36
2015,Oaxaca,Electoral crimes,0
2015,Oaxaca,Embezzlement,31
2015,Oaxaca,Environmental crimes,0
2015,Oaxaca,Extortion,33
2015,Oaxaca,Feminicide,8
2015,Oaxaca,Forgery,5
2015,Oaxaca,Fraud,150
2015,Oaxaca,Gender-based violence in all its forms other than domestic violence,0
2015,Oaxaca,Homicide,416
2015,Oaxaca,Human trafficking,2
2015,Oaxaca,Incest,0
2015,Oaxaca,Injuries,744
2015,Oaxaca,Kidnapping,17
2015,Oaxaca,Non-compliance with family support obligations,17
2015,Oaxaca,Other common law crimes,705
2015,Oaxaca,Other crimes against heritage or property,283
2015,Oaxaca,Other crimes against life and bodily integrity,22
2015,Oaxaca,Other crimes against personal freedom,90
2015,Oaxaca,Other crimes against sexual freedom and security,24
2015,Oaxaca,Other crimes against society,66
2015,Oaxaca,Other crimes against the family,20
2015,Oaxaca,Prisoner escape,0
2015,Oaxaca,Property damage,442
2015,Oaxaca,Robbery,1737
2015,Oaxaca,Sexual abuse,82
2015,Oaxaca,Sexual harassment,11
2015,Oaxaca,Simple rape,72
2015,Oaxaca,Threats,197
2015,Puebla,Abduction,11
2015,Puebla,Abortion,7
2015,Puebla,Aggravated rape,135
2015,Puebla,Burglary,370
2015,Puebla,Child trafficking,0
2015,Puebla,Corruption of minors,41
2015,Puebla,Counterfeiting,585
2015,Puebla,Crimes committed by public officials,42
2015,Puebla,Dispossession,1394
2015,Puebla,Domestic violence,5024
2015,Puebla,Drug trafficking (small-scale),3133
2015,Puebla,Electoral crimes,9
2015,Puebla,Embezzlement,1271
2015,Puebla,Environmental crimes,20
2015,Puebla,Extortion,273
2015,Puebla,Feminicide,6
2015,Puebla,Forgery,151
2015,Puebla,Fraud,4227
2015,Puebla,Gender-based violence in all its forms other than domestic violence,0
2015,Puebla,Homicide,1206
2015,Puebla,Human trafficking,93
2015,Puebla,Incest,0
2015,Puebla,Injuries,9068
2015,Puebla,Kidnapping,33
2015,Puebla,Non-compliance with family support obligations,11
2015,Puebla,Other common law crimes,1903
2015,Puebla,Other crimes against heritage or property,0
2015,Puebla,Other crimes against life and bodily integrity,81
2015,Puebla,Other crimes against personal freedom,973
2015,Puebla,Other crimes against sexual freedom and security,734
2015,Puebla,Other crimes against society,1074
2015,Puebla,Other crimes against the family,14
2015,Puebla,Prisoner escape,13
2015,Puebla,Property damage,4366
2015,Puebla,Robbery,23166
2015,Puebla,Sexual abuse,0
2015,Puebla,Sexual harassment,151
2015,Puebla,Simple rape,413
2015,Puebla,Threats,4401
2015,Querétaro,Abduction,0
2015,Querétaro,Abortion,5
2015,Querétaro,Aggravated rape,29
2015,Querétaro,Burglary,101
2015,Querétaro,Child trafficking,0
2015,Querétaro,Corruption of minors,1
2015,Querétaro,Counterfeiting,642
2015,Querétaro,Crimes committed by public officials,3
2015,Querétaro,Dispossession,483
2015,Querétaro,Domestic violence,942
2015,Querétaro,Drug trafficking (small-scale),224
2015,Querétaro,Electoral crimes,5
2015,Querétaro,Embezzlement,459
2015,Querétaro,Environmental crimes,3
2015,Querétaro,Extortion,6
2015,Querétaro,Feminicide,8
2015,Querétaro,Forgery,37
2015,Querétaro,Fraud,1486
2015,Querétaro,Gender-based violence in all its forms other than domestic violence,2
2015,Querétaro,Homicide,447
2015,Querétaro,Human trafficking,2
2015,Querétaro,Incest,0
2015,Querétaro,Injuries,3345
2015,Querétaro,Kidnapping,19
2015,Querétaro,Non-compliance with family support obligations,812
2015,Querétaro,Other common law crimes,1513
2015,Querétaro,Other crimes against heritage or property,33
2015,Querétaro,Other crimes against life and bodily integrity,659
2015,Querétaro,Other crimes against personal freedom,33
2015,Querétaro,Other crimes against sexual freedom and security,53
2015,Querétaro,Other crimes against society,108
2015,Querétaro,Other crimes against the family,66
2015,Querétaro,Prisoner escape,1
2015,Querétaro,Property damage,1982
2015,Querétaro,Robbery,17633
2015,Querétaro,Sexual abuse,250
2015,Querétaro,Sexual harassment,23
2015,Querétaro,Simple rape,294
2015,Querétaro,Threats,1108
2015,Quintana Roo,Abduction,0
2015,Quintana Roo,Abortion,6
2015,Quintana Roo,Aggravated rape,0
2015,Quintana Roo,Burglary,259
2015,Quintana Roo,Child trafficking,0
2015,Quintana Roo,Corruption of minors,84
2015,Quintana Roo,Counterfeiting,92
2015,Quintana Roo,Crimes committed by public officials,3
2015,Quintana Roo,Dispossession,597
2015,Quintana Roo,Domestic violence,3058
2015,Quintana Roo,Drug trafficking (small-scale),557
2015,Quintana Roo,Electoral crimes,0
2015,Quintana Roo,Embezzlement,601
2015,Quintana Roo,Environmental crimes,28
2015,Quintana Roo,Extortion,116
2015,Quintana Roo,Feminicide,0
2015,Quintana Roo,Forgery,9
2015,Quintana Roo,Fraud,1429
2015,Quintana Roo,Gender-based violence in all its forms other than domestic violence,0
2015,Quintana Roo,Homicide,571
2015,Quintana Roo,Human trafficking,8
2015,Quintana Roo,Incest,1
2015,Quintana Roo,Injuries,3647
2015,Quintana Roo,Kidnapping,5
2015,Quintana Roo,Non-compliance with family support obligations,1268
2015,Quintana Roo,Other common law crimes,2174
2015,Quintana Roo,Other crimes against heritage or property,5
2015,Quintana Roo,Other crimes against life and bodily integrity,1
2015,Quintana Roo,Other crimes against personal freedom,70
2015,Quintana Roo,Other crimes against sexual freedom and security,6
2015,Quintana Roo,Other crimes against society,0
2015,Quintana Roo,Other crimes against the family,31
2015,Quintana Roo,Prisoner escape,6
2015,Quintana Roo,Property damage,3396
2015,Quintana Roo,Robbery,12652
2015,Quintana Roo,Sexual abuse,437
2015,Quintana Roo,Sexual harassment,57
2015,Quintana Roo,Simple rape,530
2015,Quintana Roo,Threats,792
2015,San Luis Potosí,Abduction,0
2015,San Luis Potosí,Abortion,5
2015,San Luis Potosí,Aggravated rape,29
2015,San Luis Potosí,Burglary,250
2015,San Luis Potosí,Child trafficking,1
2015,San Luis Potosí,Corruption of minors,40
2015,San Luis Potosí,Counterfeiting,64
2015,San Luis Potosí,Crimes committed by public officials,103
2015,San Luis Potosí,Dispossession,275
2015,San Luis Potosí,Domestic violence,2924
2015,San Luis Potosí,Drug trafficking (small-scale),142
2015,San Luis Potosí,Electoral crimes,44
2015,San Luis Potosí,Embezzlement,381
2015,San Luis Potosí,Environmental crimes,19
2015,San Luis Potosí,Extortion,141
2015,San Luis Potosí,Feminicide,7
2015,San Luis Potosí,Forgery,38
2015,San Luis Potosí,Fraud,1177
2015,San Luis Potosí,Gender-based violence in all its forms other than domestic violence,0
2015,San Luis Potosí,Homicide,392
2015,San Luis Potosí,Human trafficking,3
2015,San Luis Potosí,Incest,0
2015,San Luis Potosí,Injuries,2723
2015,San Luis Potosí,Kidnapping,21
2015,San Luis Potosí,Non-compliance with family support obligations,435
2015,San Luis Potosí,Other common law crimes,1532
2015,San Luis Potosí,Other crimes against heritage or property,6
2015,San Luis Potosí,Other crimes against life and bodily integrity,37
2015,San Luis Potosí,Other crimes against personal freedom,208
2015,San Luis Potosí,Other crimes against sexual freedom and security,40
2015,San Luis Potosí,Other crimes against society,0
2015,San Luis Potosí,Other crimes against the family,23
2015,San Luis Potosí,Prisoner escape,1
2015,San Luis Potosí,Property damage,2465
2015,San Luis Potosí,Robbery,6033
2015,San Luis Potosí,Sexual abuse,287
2015,San Luis Potosí,Sexual harassment,53
2015,San Luis Potosí,Simple rape,246
2015,San Luis Potosí,Threats,1274
2015,Sinaloa,Abduction,50
2015,Sinaloa,Abortion,9
2015,Sinaloa,Aggravated rape,39
2015,Sinaloa,Burglary,162
2015,Sinaloa,Child trafficking,1
2015,Sinaloa,Corruption of minors,68
2015,Sinaloa,Counterfeiting,203
2015,Sinaloa,Crimes committed by public officials,285
2015,Sinaloa,Dispossession,337
2015,Sinaloa,Domestic violence,2387
2015,Sinaloa,Drug trafficking (small-scale),939
2015,Sinaloa,Electoral crimes,0
2015,Sinaloa,Embezzlement,239
2015,Sinaloa,Environmental crimes,0
2015,Sinaloa,Extortion,128
2015,Sinaloa,Feminicide,14
2015,Sinaloa,Forgery,43
2015,Sinaloa,Fraud,433
2015,Sinaloa,Gender-based violence in all its forms other than domestic violence,0
2015,Sinaloa,Homicide,1404
2015,Sinaloa,Human trafficking,5
2015,Sinaloa,Incest,0
2015,Sinaloa,Injuries,3279
2015,Sinaloa,Kidnapping,12
2015,Sinaloa,Non-compliance with family support obligations,172
2015,Sinaloa,Other common law crimes,173
2015,Sinaloa,Other crimes against heritage or property,67
2015,Sinaloa,Other crimes against life and bodily integrity,409
2015,Sinaloa,Other crimes against personal freedom,560
2015,Sinaloa,Other crimes against sexual freedom and security,70
2015,Sinaloa,Other crimes against society,172
2015,Sinaloa,Other crimes against the family,52
2015,Sinaloa,Prisoner escape,3
2015,Sinaloa,Property damage,2595
2015,Sinaloa,Robbery,10115
2015,Sinaloa,Sexual abuse,226
2015,Sinaloa,Sexual harassment,5
2015,Sinaloa,Simple rape,148
2015,Sinaloa,Threats,1008
2015,Sonora,Abduction,19
2015,Sonora,Abortion,3
2015,Sonora,Aggravated rape,18
2015,Sonora,Burglary,150
2015,Sonora,Child trafficking,40
2015,Sonora,Corruption of minors,82
2015,Sonora,Counterfeiting,30
2015,Sonora,Crimes committed by public officials,56
2015,Sonora,Dispossession,331
2015,Sonora,Domestic violence,2231
2015,Sonora,Drug trafficking (small-scale),2587
2015,Sonora,Electoral crimes,1
2015,Sonora,Embezzlement,243
2015,Sonora,Environmental crimes,0
2015,Sonora,Extortion,20
2015,Sonora,Feminicide,24
2015,Sonora,Forgery,23
2015,Sonora,Fraud,649
2015,Sonora,Gender-based violence in all its forms other than domestic violence,0
2015,Sonora,Homicide,983
2015,Sonora,Human trafficking,0
2015,Sonora,Incest,0
2015,Sonora,Injuries,2393
2015,Sonora,Kidnapping,8
2015,Sonora,Non-compliance with family support obligations,3013
2015,Sonora,Other common law crimes,2627
2015,Sonora,Other crimes against heritage or property,0
2015,Sonora,Other crimes against life and bodily integrity,2
2015,Sonora,Other crimes against personal freedom,136
2015,Sonora,Other crimes against sexual freedom and security,68
2015,Sonora,Other crimes against society,0
2015,Sonora,Other crimes against the family,16
2015,Sonora,Prisoner escape,1
2015,Sonora,Property damage,2150
2015,Sonora,Robbery,9997
2015,Sonora,Sexual abuse,251
2015,Sonora,Sexual harassment,6
2015,Sonora,Simple rape,186
2015,Sonora,Threats,315
2015,Tabasco,Abduction,0
2015,Tabasco,Abortion,1
2015,Tabasco,Aggravated rape,3
2015,Tabasco,Burglary,483
2015,Tabasco,Child trafficking,1
2015,Tabasco,Corruption of minors,19
2015,Tabasco,Counterfeiting,78
2015,Tabasco,Crimes committed by public officials,35
2015,Tabasco,Dispossession,492
2015,Tabasco,Domestic violence,4230
2015,Tabasco,Drug trafficking (small-scale),1
2015,Tabasco,Electoral crimes,2
2015,Tabasco,Embezzlement,353
2015,Tabasco,Environmental crimes,1
2015,Tabasco,Extortion,171
2015,Tabasco,Feminicide,8
2015,Tabasco,Forgery,16
2015,Tabasco,Fraud,1054
2015,Tabasco,Gender-based violence in all its forms other than domestic violence,0
2015,Tabasco,Homicide,685
2015,Tabasco,Human trafficking,12
2015,Tabasco,Incest,0
2015,Tabasco,Injuries,5844
2015,Tabasco,Kidnapping,78
2015,Tabasco,Non-compliance with family support obligations,1976
2015,Tabasco,Other common law crimes,16665
2015,Tabasco,Other crimes against heritage or property,149
2015,Tabasco,Other crimes against life and bodily integrity,95
2015,Tabasco,Other crimes against personal freedom,333
2015,Tabasco,Other crimes against sexual freedom and security,171
2015,Tabasco,Other crimes against society,31
2015,Tabasco,Other crimes against the family,8
2015,Tabasco,Prisoner escape,5
2015,Tabasco,Property damage,2763
2015,Tabasco,Robbery,18091
2015,Tabasco,Sexual abuse,83
2015,Tabasco,Sexual harassment,80
2015,Tabasco,Simple rape,266
2015,Tabasco,Threats,3169
2015,Tamaulipas,Abduction,0
2015,Tamaulipas,Abortion,25
2015,Tamaulipas,Aggravated rape,0
2015,Tamaulipas,Burglary,336
2015,Tamaulipas,Child trafficking,0
2015,Tamaulipas,Corruption of minors,42
2015,Tamaulipas,Counterfeiting,187
2015,Tamaulipas,Crimes committed by public officials,1
2015,Tamaulipas,Dispossession,341
2015,Tamaulipas,Domestic violence,2394
2015,Tamaulipas,Drug trafficking (small-scale),854
2015,Tamaulipas,Electoral crimes,3
2015,Tamaulipas,Embezzlement,444
2015,Tamaulipas,Environmental crimes,1
2015,Tamaulipas,Extortion,174
2015,Tamaulipas,Feminicide,0
2015,Tamaulipas,Forgery,121
2015,Tamaulipas,Fraud,967
2015,Tamaulipas,Gender-based violence in all its forms other than domestic violence,20
2015,Tamaulipas,Homicide,1383
2015,Tamaulipas,Human trafficking,3
2015,Tamaulipas,Incest,1
2015,Tamaulipas,Injuries,5029
2015,Tamaulipas,Kidnapping,230
2015,Tamaulipas,Non-compliance with family support obligations,2118
2015,Tamaulipas,Other common law crimes,3867
2015,Tamaulipas,Other crimes against heritage or property,0
2015,Tamaulipas,Other crimes against life and bodily integrity,1
2015,Tamaulipas,Other crimes against personal freedom,819
2015,Tamaulipas,Other crimes against sexual freedom and security,413
2015,Tamaulipas,Other crimes against society,0
2015,Tamaulipas,Other crimes against the family,416
2015,Tamaulipas,Prisoner escape,9
2015,Tamaulipas,Property damage,2107
2015,Tamaulipas,Robbery,19273
2015,Tamaulipas,Sexual abuse,0
2015,Tamaulipas,Sexual harassment,53
